altitude_m,pressure_kpa,ambient_temp_c,air_density_kg_m3,density_ratio,cooling_mode,is_forced,theta_base,load_power_w,electrode_gap_mm,delta_t_diurnal,paschen_v_bd,t_baseline_c,t_reference_c,thermal_residual_c
3285.7,67.6,-6.56,0.8833,0.7211,forced,1.0,6.101,65.51,1.95,62.1,1651.5,512.67,634.25,121.58
867.1,91.33,15.29,1.1031,0.9005,forced,1.0,0.832,63.79,7.7,48.7,7422.4,73.0,77.62,4.616
803.6,92.04,11.64,1.1258,0.919,forced,1.0,1.251,65.61,1.91,60.9,2132.9,99.49,104.64,5.154
5662.7,49.4,-9.49,0.6528,0.5329,forced,1.0,4.647,18.03,9.99,37.3,5383.9,129.14,166.62,37.479
4825.2,55.29,-15.42,0.7474,0.6101,forced,1.0,2.146,34.05,3.66,43.3,2414.9,93.04,122.38,29.337
1083.9,88.96,10.84,1.0913,0.8908,forced,1.0,5.997,14.74,5.21,38.5,5090.0,107.82,111.94,4.12
2439.4,75.25,9.82,0.9265,0.7563,natural,0.0,4.604,15.18,4.93,36.3,4167.5,90.18,97.02,6.834
2133.7,78.18,-0.04,0.9973,0.8141,forced,1.0,2.899,37.61,1.47,41.8,1458.9,128.51,143.69,15.175
4746.0,55.88,-10.44,0.741,0.6049,forced,1.0,3.167,72.09,5.19,12.1,3338.5,330.91,455.51,124.599
3061.3,69.56,-10.83,0.9238,0.7541,natural,0.0,4.738,45.21,1.92,20.2,1669.3,235.83,273.32,37.493
767.1,92.44,8.49,1.1435,0.9334,forced,1.0,1.603,64.33,8.12,21.8,7870.0,117.48,123.01,5.53
4434.0,58.23,-6.53,0.7609,0.6211,natural,0.0,5.835,70.41,9.6,31.1,6029.7,514.85,683.13,168.282
2381.3,75.8,-1.42,0.9718,0.7933,forced,1.0,0.827,8.32,8.18,33.9,6617.3,6.86,7.65,0.792
1577.5,83.75,6.48,1.0434,0.8518,forced,1.0,6.38,13.83,4.6,50.7,4303.6,106.8,112.88,6.074
2253.0,77.03,8.31,0.9534,0.7783,forced,1.0,1.756,23.23,0.52,19.1,580.3,58.16,64.04,5.886
2986.5,70.23,-2.89,0.9052,0.739,forced,1.0,5.03,47.02,0.85,41.3,817.7,298.41,356.17,57.756
2058.7,78.92,11.56,0.9656,0.7883,forced,1.0,1.028,6.51,5.2,25.0,4562.0,19.64,20.35,0.711
1451.4,85.06,11.86,1.0397,0.8487,forced,1.0,3.259,59.43,6.96,38.4,6344.3,232.69,258.19,25.501
2391.0,75.71,7.07,0.9412,0.7683,forced,1.0,4.393,6.66,8.29,44.5,6689.6,43.18,46.02,2.846
115.0,99.95,26.7,1.1613,0.948,forced,1.0,1.2,13.57,6.2,42.0,6612.0,43.69,43.98,0.284
4635.0,56.71,-8.21,0.7456,0.6087,forced,1.0,3.327,29.86,9.79,21.8,5991.9,139.59,177.76,38.167
1025.7,89.59,22.57,1.0555,0.8616,forced,1.0,2.528,42.71,5.19,49.0,5104.5,144.21,155.44,11.239
263.4,98.2,23.76,1.1522,0.9406,forced,1.0,3.64,66.35,6.2,46.0,6511.6,277.4,288.49,11.093
3922.2,62.27,-8.63,0.8201,0.6694,natural,0.0,3.676,72.35,2.69,61.3,2039.1,316.44,405.8,89.363
4643.6,56.64,-2.42,0.7289,0.595,forced,1.0,5.276,66.58,3.73,44.9,2510.3,529.71,724.38,194.666
4883.0,54.87,-10.16,0.7268,0.5933,natural,0.0,1.504,9.81,6.99,49.6,4290.1,9.01,11.24,2.23
2961.1,70.46,-1.61,0.9039,0.7379,forced,1.0,1.272,48.08,6.22,54.6,4834.9,76.35,91.4,15.048
1232.2,87.37,13.66,1.0612,0.8663,forced,1.0,3.091,34.25,4.01,15.8,3956.2,132.38,142.12,9.734
4423.4,58.31,-2.08,0.7494,0.6118,forced,1.0,5.859,11.18,1.56,48.3,1190.0,95.0,112.78,17.784
4198.3,60.06,-4.56,0.779,0.6359,natural,0.0,5.675,42.52,3.75,27.5,2663.4,298.05,369.9,71.846
1477.6,84.79,21.33,1.003,0.8188,natural,0.0,3.992,28.04,0.92,55.3,1036.2,145.01,155.83,10.811
5420.4,51.05,-8.71,0.6726,0.549,natural,0.0,5.866,27.24,6.02,36.4,3513.8,206.96,261.8,54.837
626.2,94.02,19.07,1.1209,0.915,forced,1.0,5.39,8.89,3.57,41.9,3803.9,70.54,71.69,1.148
5896.1,47.86,-24.48,0.6704,0.5473,natural,0.0,2.384,73.46,4.11,24.3,2355.9,212.26,311.45,99.186
5161.5,52.86,-14.63,0.7124,0.5815,forced,1.0,1.77,55.0,5.96,45.8,3596.4,135.53,188.73,53.193
4127.4,60.62,-6.4,0.7917,0.6463,forced,1.0,2.517,22.46,6.02,12.0,4103.9,73.76,90.33,16.565
5632.5,49.61,-12.43,0.6628,0.5411,forced,1.0,2.095,68.98,6.09,51.2,3461.1,223.71,326.34,102.625
4333.9,59.0,-4.35,0.7647,0.6242,forced,1.0,4.349,71.21,5.17,19.0,3491.9,447.2,602.25,155.048
1142.7,88.33,13.59,1.0731,0.876,forced,1.0,4.134,61.16,5.14,22.5,4992.3,294.65,320.79,26.145
2652.9,73.26,3.48,0.9226,0.7531,forced,1.0,4.211,50.13,8.3,10.1,6504.7,268.33,316.85,48.514
429.0,96.28,21.53,1.1382,0.9291,forced,1.0,1.879,29.48,4.94,27.2,5210.4,80.28,82.7,2.421
2337.9,76.21,-0.35,0.9733,0.7945,forced,1.0,5.314,33.71,5.59,31.4,4718.2,214.95,242.17,27.217
4449.6,58.11,1.25,0.7378,0.6023,natural,0.0,3.272,35.22,9.89,22.9,6179.3,149.71,185.78,36.065
2318.7,76.4,-7.35,1.0013,0.8174,forced,1.0,3.493,71.26,2.22,22.7,2064.7,285.12,329.48,44.359
1981.8,79.67,15.85,0.9604,0.784,forced,1.0,6.483,57.49,7.4,59.1,6325.5,468.63,543.79,75.156
3572.1,65.15,-3.49,0.8417,0.6871,forced,1.0,2.409,23.32,5.0,28.0,3701.1,72.35,86.11,13.763
5233.2,52.36,-8.0,0.6879,0.5615,natural,0.0,3.047,47.6,8.39,49.7,4848.3,185.52,248.04,62.524
285.5,97.94,20.33,1.1626,0.9491,natural,0.0,4.656,45.35,4.34,23.1,4705.0,237.08,242.59,5.501
2312.8,76.45,7.04,0.9506,0.776,forced,1.0,5.818,61.29,3.38,54.5,3007.5,443.84,521.56,77.728
949.4,90.43,17.15,1.0851,0.8858,forced,1.0,1.523,8.96,2.47,47.3,2644.2,32.18,33.14,0.962
4172.1,60.27,-2.26,0.7751,0.6327,natural,0.0,4.99,53.19,8.79,51.6,5739.3,331.41,421.51,90.094
634.3,93.93,13.9,1.14,0.9306,natural,0.0,6.034,26.18,7.32,34.2,7273.1,177.64,182.58,4.941
3988.8,61.73,0.28,0.7865,0.642,forced,1.0,3.211,11.46,1.23,58.4,1012.7,52.75,61.8,9.059
1717.1,82.33,2.33,1.0411,0.8499,forced,1.0,2.434,55.42,7.28,30.6,6417.8,155.99,172.89,16.893
1193.5,87.78,12.21,1.0717,0.8748,natural,0.0,4.663,26.21,0.83,43.0,979.0,142.88,150.15,7.268
5618.1,49.7,-11.5,0.6618,0.5402,forced,1.0,2.203,55.3,2.23,45.2,1411.9,187.84,267.42,79.575
111.1,100.0,25.25,1.1674,0.953,forced,1.0,2.99,13.86,6.13,62.4,6552.9,68.32,69.26,0.94
2626.7,73.5,5.69,0.9183,0.7496,forced,1.0,5.912,73.97,4.9,17.4,4056.5,556.46,676.86,120.397
129.8,99.78,16.8,1.1988,0.9786,forced,1.0,4.165,60.65,8.48,17.5,8778.5,273.8,277.75,3.955
2901.6,70.99,6.52,0.8843,0.7219,forced,1.0,1.341,23.11,6.27,35.4,4909.8,46.75,52.94,6.194
3006.3,70.05,-3.56,0.9052,0.7389,natural,0.0,2.679,56.06,9.67,60.5,7169.9,171.17,203.29,32.126
1930.0,80.19,17.96,0.9596,0.7833,forced,1.0,4.375,11.91,8.62,11.2,7307.5,81.34,87.25,5.911
793.0,92.15,14.34,1.1167,0.9116,natural,0.0,3.545,49.7,3.73,25.2,3889.3,198.85,208.59,9.736
2258.3,76.98,-3.92,0.996,0.8131,natural,0.0,4.564,6.35,8.42,25.6,6894.0,28.24,29.52,1.28
4033.6,61.37,-13.39,0.823,0.6719,forced,1.0,5.14,26.34,8.76,26.8,5820.9,172.71,209.93,37.227
4694.4,56.26,-10.25,0.7455,0.6086,natural,0.0,3.54,73.43,9.71,11.4,5904.6,322.9,437.42,114.517
3184.5,68.48,0.14,0.8729,0.7126,forced,1.0,6.426,10.83,0.62,55.4,607.4,91.38,103.05,11.676
3539.0,65.43,8.81,0.8084,0.6599,forced,1.0,6.014,45.61,8.81,10.5,6197.3,391.3,488.84,97.543
1203.7,87.68,5.94,1.0944,0.8934,forced,1.0,1.141,7.15,1.16,36.3,1314.6,14.88,15.43,0.548
1724.0,82.26,9.03,1.0155,0.829,forced,1.0,2.319,50.87,5.52,13.1,4992.9,146.07,162.25,16.186
971.4,90.19,7.33,1.1202,0.9144,forced,1.0,2.513,22.34,4.44,53.9,4459.5,67.64,69.99,2.345
1495.8,84.6,7.32,1.0508,0.8578,forced,1.0,1.85,24.63,9.24,51.1,8165.0,58.85,62.37,3.521
1349.3,86.13,21.33,1.0189,0.8318,forced,1.0,2.578,26.66,4.35,49.7,4199.9,100.99,108.48,7.487
3116.7,69.07,-7.08,0.9044,0.7383,forced,1.0,3.221,16.98,6.16,50.5,4712.6,62.64,71.95,9.312
3376.1,66.82,1.58,0.8473,0.6917,natural,0.0,1.094,70.74,7.07,61.7,5178.9,94.62,117.81,23.188
5669.7,49.36,-14.5,0.6648,0.5427,natural,0.0,1.526,68.13,0.68,32.9,495.9,126.59,184.74,58.145
1173.4,88.0,12.23,1.0742,0.8769,forced,1.0,1.349,65.51,6.11,57.4,5822.3,110.36,119.54,9.178
3850.1,62.85,-1.91,0.8073,0.659,forced,1.0,1.064,9.77,5.42,20.1,3856.7,12.6,14.42,1.814
4903.6,54.72,-18.83,0.7495,0.6119,forced,1.0,3.545,19.04,6.14,34.8,3810.0,81.15,103.14,21.985
3361.4,66.94,8.09,0.8292,0.6769,forced,1.0,2.703,46.69,1.22,10.5,1079.3,180.52,222.69,42.173
1530.0,84.24,21.6,0.9957,0.8128,natural,0.0,6.132,72.84,1.03,25.6,1136.8,517.02,586.8,69.785
1575.3,83.78,10.04,1.0306,0.8413,natural,0.0,1.386,46.15,2.19,35.2,2211.7,79.77,86.77,6.998
235.5,98.53,33.01,1.1211,0.9152,forced,1.0,6.078,25.88,8.76,60.0,8934.4,201.86,209.31,7.444
1832.7,81.16,5.69,1.014,0.8277,forced,1.0,1.293,61.67,3.89,27.4,3598.3,98.48,111.0,12.526
4467.6,57.97,-6.64,0.7578,0.6186,forced,1.0,4.33,11.89,4.62,47.0,3109.0,68.93,82.62,13.69
285.1,97.95,26.74,1.1378,0.9288,forced,1.0,2.212,66.37,4.21,55.9,4576.3,182.48,190.5,8.02
1315.8,86.48,8.69,1.069,0.8726,natural,0.0,5.513,73.15,7.29,28.0,6717.4,440.39,480.27,39.879
4237.4,59.76,-15.83,0.809,0.6604,forced,1.0,1.15,72.64,2.97,19.3,2146.8,100.63,136.84,36.219
4695.9,56.25,-20.19,0.7747,0.6324,natural,0.0,6.229,12.78,1.15,42.5,879.0,79.93,93.2,13.267
2731.9,72.53,14.61,0.8781,0.7168,forced,1.0,1.069,42.12,4.09,25.6,3407.3,73.4,85.07,11.669
4188.4,60.14,-10.4,0.7974,0.6509,forced,1.0,2.174,44.7,7.41,45.9,4914.3,126.63,162.28,35.649
2327.7,76.31,3.76,0.9601,0.7837,forced,1.0,3.446,16.23,9.19,17.4,7402.4,71.72,78.82,7.108
959.5,90.32,7.09,1.1228,0.9165,forced,1.0,5.11,41.91,0.98,18.3,1162.0,236.72,248.38,11.66
2388.9,75.73,10.16,0.9312,0.7602,natural,0.0,6.221,49.2,8.2,47.2,6628.6,361.21,415.28,54.067
3479.8,65.93,-7.31,0.864,0.7053,natural,0.0,3.24,26.01,1.13,63.5,994.6,93.05,107.28,14.231
5688.3,49.23,-19.92,0.6773,0.5529,natural,0.0,5.117,25.04,3.64,23.6,2169.3,152.42,193.8,41.381
412.5,96.47,19.12,1.1498,0.9386,forced,1.0,4.945,6.4,0.71,49.3,926.6,52.39,53.15,0.761
3044.4,69.71,-6.17,0.9097,0.7426,natural,0.0,4.056,71.85,9.16,39.3,6798.2,331.98,400.06,68.084
1973.5,79.76,6.1,0.995,0.8122,forced,1.0,4.738,60.66,7.21,56.4,6186.9,345.58,395.09,49.513
3049.9,69.66,8.59,0.8614,0.7032,forced,1.0,1.017,57.44,4.01,31.4,3224.2,86.01,104.14,18.13
143.9,99.61,21.63,1.1772,0.9609,forced,1.0,3.317,3.59,4.09,63.4,4525.8,33.93,34.01,0.082
1878.2,80.7,8.58,0.998,0.8147,forced,1.0,5.279,47.57,6.58,14.5,5752.8,304.5,343.11,38.613
4919.2,54.6,-10.69,0.7248,0.5916,natural,0.0,3.503,15.19,1.35,64.2,987.4,58.47,70.11,11.632
3323.7,67.27,-3.94,0.8705,0.7106,forced,1.0,5.779,50.31,1.88,56.5,1588.5,378.15,462.4,84.252
2703.5,72.79,14.4,0.8819,0.7199,forced,1.0,5.552,47.34,8.55,57.7,6641.2,356.29,427.09,70.799
1713.2,82.37,3.99,1.0354,0.8452,forced,1.0,5.722,64.19,2.42,56.3,2386.6,424.17,474.8,50.638
1788.3,81.61,9.64,1.0053,0.8207,forced,1.0,1.541,20.65,7.4,57.4,6466.0,46.91,49.83,2.924
2298.6,76.59,5.75,0.9567,0.781,forced,1.0,2.192,4.0,2.65,54.8,2419.8,16.45,17.41,0.963
5013.4,53.92,-6.53,0.7046,0.5751,forced,1.0,0.969,68.73,1.34,59.5,967.4,97.1,137.77,40.672
5803.3,48.47,-11.1,0.6443,0.526,forced,1.0,6.402,68.33,9.05,35.3,4841.9,720.31,1048.7,328.393
2631.9,73.45,2.7,0.9276,0.7572,forced,1.0,2.146,35.28,9.07,61.7,7061.5,97.27,112.53,15.267
2360.1,76.0,6.4,0.9471,0.7732,natural,0.0,2.892,7.7,6.25,31.2,5203.3,31.73,33.16,1.431
5079.3,53.45,-11.04,0.7104,0.5799,forced,1.0,2.367,38.35,4.89,50.1,3039.1,129.34,172.93,43.59
2561.4,74.11,-10.28,0.9821,0.8017,forced,1.0,1.027,40.25,5.75,49.1,4718.1,39.04,45.58,6.535
3312.1,67.37,-11.06,0.8955,0.731,forced,1.0,2.289,61.99,4.38,55.1,3387.2,171.26,211.41,40.153
1385.6,85.75,7.36,1.0649,0.8693,forced,1.0,1.36,54.35,7.69,50.6,7001.6,90.02,97.7,7.682
4461.0,58.02,-12.37,0.7751,0.6328,forced,1.0,3.047,7.17,7.67,11.9,4904.8,19.14,23.7,4.557
3191.9,68.41,-7.94,0.8987,0.7336,forced,1.0,6.311,53.49,8.28,50.7,6100.1,424.57,513.67,89.107
4854.2,55.08,-7.05,0.7211,0.5886,natural,0.0,4.78,11.91,5.47,11.3,3451.8,67.14,77.75,10.604
4684.4,56.34,-10.44,0.747,0.6098,forced,1.0,4.829,8.53,8.11,39.3,5024.9,50.76,61.05,10.285
1290.0,86.76,10.33,1.0662,0.8703,natural,0.0,3.383,31.1,1.98,56.1,2087.7,123.1,129.84,6.741
4293.8,59.32,-15.45,0.8018,0.6546,forced,1.0,5.424,7.65,0.79,55.6,660.0,42.78,51.1,8.322
4800.3,55.48,-11.47,0.7385,0.6029,natural,0.0,5.977,62.54,6.66,56.3,4146.3,469.94,625.22,155.281
2076.6,78.74,-9.26,1.0395,0.8485,forced,1.0,6.281,35.81,1.5,43.1,1498.2,247.23,270.92,23.689
1035.7,89.49,12.29,1.0922,0.8915,forced,1.0,1.364,44.85,5.73,20.1,5575.9,79.36,84.29,4.926
15.8,101.14,20.28,1.2007,0.9802,forced,1.0,5.814,44.11,7.35,37.9,7802.4,280.88,284.35,3.468
2705.4,72.77,3.87,0.9152,0.7471,forced,1.0,2.083,73.4,4.37,38.4,3622.9,196.93,239.24,42.31
2114.6,78.37,-3.13,1.0111,0.8254,natural,0.0,3.064,68.85,0.92,27.9,964.3,229.11,258.27,29.158
3329.5,67.22,-0.29,0.8582,0.7006,natural,0.0,2.769,63.99,8.93,33.3,6426.9,211.4,259.81,48.403
1128.2,88.48,6.42,1.1026,0.9001,forced,1.0,4.648,29.98,0.91,58.0,1067.0,158.01,166.56,8.548
5158.0,52.89,-18.4,0.7232,0.5904,forced,1.0,4.208,12.59,9.1,38.5,5262.2,62.37,78.78,16.408
1546.5,84.07,14.26,1.0191,0.8319,forced,1.0,1.422,45.21,1.0,48.8,1107.6,88.73,97.43,8.696
1358.6,86.03,23.25,1.0112,0.8254,forced,1.0,5.262,34.14,7.48,37.3,6849.6,232.72,254.9,22.178
2884.3,71.15,1.56,0.9022,0.7365,forced,1.0,3.306,18.46,9.29,44.0,7011.0,79.52,90.65,11.129
2993.1,70.17,-4.36,0.9094,0.7424,forced,1.0,0.813,9.13,9.12,15.1,6809.2,5.06,6.19,1.131
1290.5,86.75,12.74,1.0571,0.8629,forced,1.0,3.163,33.83,8.99,61.2,8146.6,133.15,142.83,9.688
1631.2,83.2,15.03,1.0058,0.8211,forced,1.0,3.743,49.51,8.89,34.0,7766.2,232.03,259.46,27.431
1018.2,89.68,17.11,1.0763,0.8786,forced,1.0,1.193,47.65,5.35,51.2,5248.8,80.14,85.39,5.252
4310.8,59.18,8.44,0.7322,0.5977,forced,1.0,1.661,58.5,5.8,46.7,3881.4,155.14,205.96,50.817
4620.5,56.81,-14.33,0.7647,0.6242,forced,1.0,6.463,36.06,6.39,54.0,4081.8,325.44,414.58,89.135
2774.0,72.15,3.48,0.9086,0.7417,forced,1.0,5.766,25.48,9.01,11.9,6909.9,190.07,217.75,27.681
4284.5,59.39,1.44,0.7534,0.615,natural,0.0,1.56,41.33,8.46,61.4,5474.6,83.65,104.56,20.919
4415.6,58.37,0.22,0.7439,0.6073,forced,1.0,4.108,73.18,7.94,55.6,5087.7,448.21,612.38,164.166
829.7,91.75,2.91,1.1578,0.9451,forced,1.0,2.962,5.29,6.92,55.9,6762.4,19.3,19.7,0.401
5797.1,48.51,-17.7,0.6615,0.54,natural,0.0,3.899,40.59,6.37,35.7,3534.6,197.69,266.72,69.026
4926.2,54.55,-3.11,0.7038,0.5745,forced,1.0,3.482,26.04,9.26,53.8,5502.0,138.13,175.94,37.806
1226.9,87.43,29.37,1.0068,0.8219,forced,1.0,1.074,9.69,2.33,41.6,2431.8,41.55,42.44,0.891
1117.0,88.61,16.96,1.064,0.8686,forced,1.0,2.598,33.73,2.33,37.7,2461.8,115.05,122.09,7.038
754.0,92.59,12.89,1.1276,0.9205,forced,1.0,1.515,48.8,9.83,53.2,9378.4,91.92,96.08,4.163
830.3,91.74,8.55,1.1345,0.9261,forced,1.0,3.587,40.56,5.76,44.5,5723.9,163.24,170.54,7.3
4489.0,57.81,4.13,0.7263,0.5929,forced,1.0,5.972,4.13,5.09,14.2,3381.9,41.6,47.09,5.489
2817.9,71.75,6.06,0.8952,0.7308,forced,1.0,6.475,44.28,8.58,27.3,6577.0,374.48,445.06,70.572
4697.6,56.24,-15.62,0.7608,0.621,forced,1.0,6.182,18.94,8.57,44.2,5273.0,155.76,192.15,36.397
4477.5,57.9,-10.32,0.7674,0.6265,forced,1.0,6.418,26.93,2.18,59.7,1585.8,240.93,299.95,59.022
3627.7,64.69,-1.72,0.8303,0.6778,natural,0.0,0.887,24.79,2.15,61.3,1729.5,24.99,29.2,4.207
4118.2,60.7,-3.51,0.7842,0.6401,forced,1.0,4.958,64.67,8.06,56.1,5340.0,454.63,598.88,144.248
110.1,100.01,13.89,1.2138,0.9908,forced,1.0,2.356,5.47,7.96,24.0,8305.4,26.87,26.52,-0.35
1870.7,80.78,4.16,1.0148,0.8284,forced,1.0,5.734,27.4,2.64,36.0,2532.7,186.83,204.19,17.366
3826.9,63.04,-14.79,0.8501,0.6939,forced,1.0,5.438,30.82,8.49,33.8,5797.7,209.73,253.44,43.701
56.1,100.65,25.87,1.1726,0.9572,natural,0.0,3.215,47.17,5.06,34.1,5541.3,180.89,184.86,3.975
197.9,98.97,16.66,1.1897,0.9712,natural,0.0,3.498,59.59,4.96,12.7,5364.4,228.17,231.68,3.501
5111.3,53.22,-10.43,0.7057,0.5761,forced,1.0,2.311,55.12,9.86,19.6,5694.5,187.6,258.75,71.142
4104.1,60.81,1.86,0.7703,0.6288,natural,0.0,2.446,56.94,5.43,18.4,3750.8,177.51,227.08,49.568
1592.2,83.6,10.97,1.0251,0.8368,forced,1.0,6.393,16.04,1.8,43.9,1857.8,129.25,137.98,8.734
4127.8,60.62,-7.51,0.795,0.649,forced,1.0,5.866,68.56,3.16,32.6,2302.6,560.89,738.17,177.278
4754.7,55.81,-9.74,0.7382,0.6026,forced,1.0,1.894,32.23,3.67,27.8,2443.7,81.79,106.58,24.785
1840.8,81.08,8.41,1.0032,0.8189,forced,1.0,2.37,2.81,9.61,34.4,8138.5,16.23,16.77,0.541
216.2,98.75,26.07,1.1498,0.9386,forced,1.0,1.419,50.77,3.01,27.8,3409.8,101.88,104.68,2.799
5596.7,49.85,-14.51,0.6714,0.5481,forced,1.0,6.437,46.09,4.59,51.7,2697.3,465.44,639.9,174.468
2071.1,78.8,3.27,0.993,0.8106,forced,1.0,5.971,11.19,7.62,19.2,6431.0,82.34,88.47,6.126
638.9,93.88,22.13,1.1076,0.9042,natural,0.0,3.947,72.07,3.1,13.1,3351.2,321.29,341.82,20.529
2951.1,70.54,8.2,0.8735,0.713,forced,1.0,4.749,42.99,7.17,45.8,5503.4,275.85,331.25,55.399
4610.8,56.89,-18.0,0.7767,0.6341,forced,1.0,5.063,36.26,2.47,22.7,1747.0,246.31,314.11,67.799
1329.9,86.34,20.55,1.0241,0.836,forced,1.0,1.962,31.06,2.8,45.4,2837.7,90.88,97.45,6.572
1616.9,83.35,11.68,1.0194,0.8322,forced,1.0,6.128,17.32,9.87,13.2,8553.4,134.6,144.44,9.832
1456.3,85.01,12.23,1.0377,0.8471,natural,0.0,3.802,71.56,4.0,23.6,3854.1,307.85,340.92,33.069
5950.0,47.5,-12.64,0.6352,0.5186,natural,0.0,1.327,53.26,7.43,18.5,3982.0,85.5,123.71,38.202
1184.4,87.88,8.9,1.0855,0.8861,forced,1.0,3.063,43.44,8.48,26.0,7820.3,155.47,166.16,10.688
3453.1,66.16,3.28,0.8338,0.6806,forced,1.0,4.229,48.08,3.8,28.1,2932.2,279.9,346.77,66.866
5551.6,50.15,-18.35,0.6857,0.5598,forced,1.0,2.811,63.35,3.89,37.2,2341.3,264.94,377.47,112.526
881.4,91.17,5.42,1.1402,0.9308,forced,1.0,4.785,48.41,7.84,38.6,7533.5,250.76,261.55,10.787
5825.1,48.32,-23.85,0.6752,0.5512,forced,1.0,5.828,10.37,6.27,44.7,3468.7,73.43,94.65,21.222
5684.9,49.25,-13.55,0.661,0.5396,forced,1.0,5.2,52.9,3.94,28.2,2326.7,437.09,613.88,176.789
5307.4,51.84,-20.17,0.7138,0.5827,forced,1.0,4.463,43.24,7.62,39.3,4405.9,277.08,372.58,95.496
1287.3,86.79,21.29,1.0268,0.8382,forced,1.0,3.719,72.54,8.71,64.5,7917.2,332.02,373.33,41.31
3804.3,63.23,2.41,0.7993,0.6525,forced,1.0,2.25,55.56,2.73,21.6,2099.3,178.35,228.38,50.035
4565.3,57.23,-1.67,0.7344,0.5995,forced,1.0,3.393,27.11,0.73,18.4,600.5,136.85,172.24,35.388
5916.2,47.72,-17.71,0.6509,0.5313,forced,1.0,2.47,11.88,3.1,56.3,1830.4,30.97,42.29,11.315
1082.5,88.98,14.51,1.0776,0.8796,natural,0.0,6.124,37.21,6.91,32.6,6567.3,257.45,272.95,15.502
4596.2,57.0,-17.04,0.7753,0.6329,forced,1.0,5.972,51.59,9.19,56.6,5686.0,427.21,557.71,130.505
2032.8,79.17,12.76,0.9647,0.7875,forced,1.0,1.688,14.94,8.7,33.4,7280.3,43.3,46.2,2.905
1053.8,89.29,15.43,1.0779,0.8799,forced,1.0,5.489,49.41,2.61,11.2,2743.3,315.86,340.52,24.659
2528.3,74.42,6.97,0.9255,0.7555,natural,0.0,4.807,62.27,8.87,30.6,7005.1,351.32,412.19,60.864
4763.0,55.75,-0.83,0.7132,0.5822,forced,1.0,6.359,13.46,8.2,43.6,5027.1,131.15,159.45,28.305
2789.1,72.01,-1.76,0.9244,0.7546,forced,1.0,3.441,53.52,7.48,34.6,5826.0,228.93,271.66,42.729
3225.1,68.12,-1.72,0.8743,0.7137,forced,1.0,4.916,6.98,7.04,35.3,5246.8,43.24,47.67,4.424
5971.0,47.37,-16.85,0.6438,0.5256,forced,1.0,3.752,2.58,8.17,64.9,4323.8,-0.65,2.03,2.682
2394.7,75.68,-1.18,0.9693,0.7913,forced,1.0,1.196,4.38,8.69,39.9,6979.2,5.14,5.11,-0.027
3692.4,64.15,-5.13,0.8338,0.6807,natural,0.0,1.067,48.1,8.28,48.3,5756.3,57.06,69.92,12.866
2191.5,77.62,8.71,0.9594,0.7832,natural,0.0,1.496,73.06,1.66,49.7,1614.6,132.21,153.1,20.885
2356.7,76.04,2.73,0.9602,0.7838,forced,1.0,2.488,58.31,7.36,10.0,6033.7,179.04,208.7,29.657
4173.8,60.26,0.72,0.7665,0.6257,natural,0.0,2.277,20.57,8.49,40.4,5564.5,59.94,70.14,10.203
5627.3,49.64,-25.64,0.6987,0.5704,forced,1.0,4.951,7.23,2.26,63.0,1432.0,30.48,40.52,10.041
3254.2,67.87,5.58,0.8483,0.6925,forced,1.0,4.881,47.02,2.53,51.3,2088.4,313.49,384.56,71.072
4610.4,56.89,-6.0,0.7419,0.6056,forced,1.0,6.337,2.24,7.97,28.7,4987.1,15.16,18.0,2.844
535.2,95.06,13.11,1.1568,0.9443,forced,1.0,2.569,59.86,3.77,30.1,4033.4,174.11,180.13,6.023
1266.9,87.0,6.22,1.0849,0.8856,natural,0.0,6.149,19.75,4.3,26.7,4192.7,135.25,140.77,5.514
3012.8,69.99,-12.06,0.9339,0.7624,forced,1.0,4.293,23.84,4.08,44.7,3293.1,115.11,131.73,16.622
120.1,99.89,14.45,1.21,0.9877,natural,0.0,3.623,27.11,2.52,15.4,2940.8,113.28,113.76,0.472
1517.1,84.38,16.42,1.0151,0.8287,natural,0.0,4.607,57.74,9.42,26.0,8289.2,308.62,342.17,33.556
3104.4,69.18,-0.52,0.884,0.7216,forced,1.0,4.806,21.4,8.16,37.4,6078.1,132.99,153.17,20.18
89.8,100.25,26.39,1.1659,0.9518,forced,1.0,1.78,22.77,2.88,39.4,3323.6,68.55,69.75,1.196
1587.3,83.65,5.96,1.0441,0.8523,forced,1.0,5.085,41.49,1.51,43.4,1586.4,245.71,268.27,22.553
3084.2,69.36,4.2,0.8712,0.7112,forced,1.0,4.933,35.8,4.04,53.8,3235.3,236.17,280.56,44.391
3438.9,66.28,-6.66,0.8665,0.7073,forced,1.0,6.486,71.76,4.45,19.0,3384.7,607.31,764.81,157.5
5554.5,50.13,-21.9,0.6951,0.5674,forced,1.0,5.998,21.23,0.57,22.4,429.2,178.45,230.36,51.908
3872.1,62.67,-5.81,0.8167,0.6667,forced,1.0,4.703,8.71,8.93,58.0,6032.5,50.83,58.76,7.928
2488.4,74.79,-0.16,0.9544,0.7791,natural,0.0,4.86,41.49,8.59,55.7,6833.8,228.31,257.72,29.416
5582.1,49.95,-25.54,0.7027,0.5736,forced,1.0,6.192,15.47,8.58,55.2,4739.6,123.88,158.21,34.326
4709.3,56.15,-11.7,0.7482,0.6108,forced,1.0,6.313,32.19,8.16,21.5,5033.5,289.82,369.53,79.712
